product_id,product_name,brand,category,sub_category,description,color,size,material,gender,mfr_cost,shipping_charge,price,country_of_origin,care_instructions,warranty_months,rating,launch_year
FW0450,Bata Sandals - Grey (Size 10),Bata,Footwear,Sandals,"The Bata sandals in grey color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Grey,10,Mesh upper with rubber sole,Women,2182.66,83.05,4210.35,India,"Wipe with a clean, dry cloth. Do not machine wash.",12,3.7,2024
FW0451,Puma Formal Shoes - Grey (Size 11),Puma,Footwear,Formal Shoes,"The Puma formal shoes in grey color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Grey,11,Mesh upper with rubber sole,Women,1839.74,149.52,3184.6,India,"Wipe with a clean, dry cloth. Do not machine wash.",6,3.9,2024
FW0452,Puma Formal Shoes - Grey (Size 6),Puma,Footwear,Formal Shoes,"The Puma formal shoes in grey color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Grey,6,Mesh upper with rubber sole,Women,1490.72,115.87,2408.36,India,"Wipe with a clean, dry cloth. Do not machine wash.",3,4.4,2025
FW0453,Campus Sneakers - Brown (Size 8),Campus,Footwear,Sneakers,"The Campus sneakers in brown color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Brown,8,Mesh upper with rubber sole,Women,2008.69,53.2,3560.1,India,"Wipe with a clean, dry cloth. Do not machine wash.",6,3.8,2023
FW0454,Asics Sports Shoes - Black (Size 6),Asics,Footwear,Sports Shoes,"The Asics sports shoes in black color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Black,6,Mesh upper with rubber sole,Unisex,2362.01,63.91,4779.4,India,"Wipe with a clean, dry cloth. Do not machine wash.",12,3.6,2025
FW0455,Woodland Sneakers - White (Size 9),Woodland,Footwear,Sneakers,"The Woodland sneakers in white color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",White,9,Mesh upper with rubber sole,Women,726.88,92.31,1534.94,India,"Wipe with a clean, dry cloth. Do not machine wash.",12,4.8,2024
FW0456,Woodland Casual Shoes - Black (Size 11),Woodland,Footwear,Casual Shoes,"The Woodland casual shoes in black color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Black,11,Mesh upper with rubber sole,Women,702.59,130.19,1065.94,India,"Wipe with a clean, dry cloth. Do not machine wash.",12,3.7,2024
FW0457,Skechers Casual Shoes - Green (Size 9),Skechers,Footwear,Casual Shoes,"The Skechers casual shoes in green color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Green,9,Mesh upper with rubber sole,Women,1812.08,148.46,3831.73,India,"Wipe with a clean, dry cloth. Do not machine wash.",12,3.8,2023
FW0458,Nike Sports Shoes - Blue (Size 7),Nike,Footwear,Sports Shoes,"The Nike sports shoes in blue color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Blue,7,Mesh upper with rubber sole,Men,2252.5,129.38,3199.3,India,"Wipe with a clean, dry cloth. Do not machine wash.",6,4.5,2024
FW0459,Woodland Running Shoes - Red (Size 11),Woodland,Footwear,Running Shoes,"The Woodland running shoes in red color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Red,11,Mesh upper with rubber sole,Unisex,1140.29,133.59,1597.25,India,"Wipe with a clean, dry cloth. Do not machine wash.",3,4.4,2022
FW0460,Campus Sandals - Grey (Size 8),Campus,Footwear,Sandals,"The Campus sandals in grey color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Grey,8,Mesh upper with rubber sole,Men,1503.45,148.01,3293.01,India,"Wipe with a clean, dry cloth. Do not machine wash.",3,4.7,2023
FW0461,Asics Formal Shoes - Green (Size 9),Asics,Footwear,Formal Shoes,"The Asics formal shoes in green color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Green,9,Mesh upper with rubber sole,Men,1995.38,114.6,2855.4,India,"Wipe with a clean, dry cloth. Do not machine wash.",12,4.1,2023
FW0462,Reebok Sneakers - White (Size 10),Reebok,Footwear,Sneakers,"The Reebok sneakers in white color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",White,10,Mesh upper with rubber sole,Men,1575.23,68.4,2683.5,India,"Wipe with a clean, dry cloth. Do not machine wash.",3,4.3,2024
FW0463,Adidas Sandals - Green (Size 9),Adidas,Footwear,Sandals,"The Adidas sandals in green color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Green,9,Mesh upper with rubber sole,Men,1794.3,85.85,2573.47,India,"Wipe with a clean, dry cloth. Do not machine wash.",3,4.1,2023
FW0464,Woodland Formal Shoes - Grey (Size 8),Woodland,Footwear,Formal Shoes,"The Woodland formal shoes in grey color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Grey,8,Mesh upper with rubber sole,Unisex,2410.03,88.18,4735.06,India,"Wipe with a clean, dry cloth. Do not machine wash.",12,4.8,2022
FW0465,Skechers Sports Shoes - White (Size 6),Skechers,Footwear,Sports Shoes,"The Skechers sports shoes in white color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",White,6,Mesh upper with rubber sole,Men,2249.48,61.26,4217.53,India,"Wipe with a clean, dry cloth. Do not machine wash.",12,4.2,2025
FW0466,Adidas Casual Shoes - White (Size 9),Adidas,Footwear,Casual Shoes,"The Adidas casual shoes in white color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",White,9,Mesh upper with rubber sole,Women,1907.68,99.97,4032.36,India,"Wipe with a clean, dry cloth. Do not machine wash.",3,3.9,2022
FW0467,Puma Formal Shoes - Brown (Size 10),Puma,Footwear,Formal Shoes,"The Puma formal shoes in brown color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Brown,10,Mesh upper with rubber sole,Unisex,1882.47,63.74,2704.06,India,"Wipe with a clean, dry cloth. Do not machine wash.",12,3.6,2022
FW0468,New Balance Casual Shoes - Green (Size 6),New Balance,Footwear,Casual Shoes,"The New Balance casual shoes in green color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Green,6,Mesh upper with rubber sole,Women,1450.27,130.14,2093.45,India,"Wipe with a clean, dry cloth. Do not machine wash.",6,4,2023
FW0469,Woodland Running Shoes - Brown (Size 6),Woodland,Footwear,Running Shoes,"The Woodland running shoes in brown color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Brown,6,Mesh upper with rubber sole,Men,2006.34,145.55,3877.18,India,"Wipe with a clean, dry cloth. Do not machine wash.",3,4.6,2023
FW0470,Skechers Formal Shoes - Grey (Size 10),Skechers,Footwear,Formal Shoes,"The Skechers formal shoes in grey color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Grey,10,Mesh upper with rubber sole,Women,925.94,61.8,1510.85,India,"Wipe with a clean, dry cloth. Do not machine wash.",12,4.6,2024
FW0471,Asics Casual Shoes - Green (Size 10),Asics,Footwear,Casual Shoes,"The Asics casual shoes in green color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Green,10,Mesh upper with rubber sole,Men,2190.33,67,3296.99,India,"Wipe with a clean, dry cloth. Do not machine wash.",3,4.2,2023
FW0472,Campus Formal Shoes - White (Size 7),Campus,Footwear,Formal Shoes,"The Campus formal shoes in white color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",White,7,Mesh upper with rubber sole,Men,2300.48,130.96,3523.01,India,"Wipe with a clean, dry cloth. Do not machine wash.",6,4.5,2023
FW0473,Adidas Running Shoes - Brown (Size 9),Adidas,Footwear,Running Shoes,"The Adidas running shoes in brown color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Brown,9,Mesh upper with rubber sole,Unisex,1014.13,119.29,1586.83,India,"Wipe with a clean, dry cloth. Do not machine wash.",3,4.6,2022
FW0474,Puma Sandals - Black (Size 7),Puma,Footwear,Sandals,"The Puma sandals in black color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Black,7,Mesh upper with rubber sole,Men,1668.44,71.5,2387.58,India,"Wipe with a clean, dry cloth. Do not machine wash.",3,3.8,2024
FW0475,Campus Sports Shoes - Brown (Size 9),Campus,Footwear,Sports Shoes,"The Campus sports shoes in brown color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Brown,9,Mesh upper with rubber sole,Unisex,767.51,139.36,1641.27,India,"Wipe with a clean, dry cloth. Do not machine wash.",6,3.9,2023
FW0476,Bata Sandals - Black (Size 6),Bata,Footwear,Sandals,"The Bata sandals in black color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Black,6,Mesh upper with rubber sole,Men,2208.6,84.4,3691.06,India,"Wipe with a clean, dry cloth. Do not machine wash.",12,3.7,2024
FW0477,Skechers Running Shoes - Grey (Size 6),Skechers,Footwear,Running Shoes,"The Skechers running shoes in grey color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Grey,6,Mesh upper with rubber sole,Men,1232.35,95.29,1903.59,India,"Wipe with a clean, dry cloth. Do not machine wash.",12,3.6,2023
FW0478,New Balance Casual Shoes - White (Size 11),New Balance,Footwear,Casual Shoes,"The New Balance casual shoes in white color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",White,11,Mesh upper with rubber sole,Women,914.38,67.82,1728.6,India,"Wipe with a clean, dry cloth. Do not machine wash.",6,4.6,2023
FW0479,Asics Sandals - Grey (Size 9),Asics,Footwear,Sandals,"The Asics sandals in grey color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Grey,9,Mesh upper with rubber sole,Unisex,956.11,86.97,2042.83,India,"Wipe with a clean, dry cloth. Do not machine wash.",6,4.2,2023
FW0480,Puma Formal Shoes - Red (Size 6),Puma,Footwear,Formal Shoes,"The Puma formal shoes in red color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Red,6,Mesh upper with rubber sole,Women,1601.87,127.46,3020.18,India,"Wipe with a clean, dry cloth. Do not machine wash.",3,4.7,2025
FW0481,Asics Sports Shoes - White (Size 8),Asics,Footwear,Sports Shoes,"The Asics sports shoes in white color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",White,8,Mesh upper with rubber sole,Women,930.4,94.88,1942.03,India,"Wipe with a clean, dry cloth. Do not machine wash.",6,3.7,2023
FW0482,Asics Casual Shoes - Black (Size 10),Asics,Footwear,Casual Shoes,"The Asics casual shoes in black color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Black,10,Mesh upper with rubber sole,Men,2247.5,71.69,4857.67,India,"Wipe with a clean, dry cloth. Do not machine wash.",3,4.8,2023
FW0483,Adidas Running Shoes - Brown (Size 10),Adidas,Footwear,Running Shoes,"The Adidas running shoes in brown color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Brown,10,Mesh upper with rubber sole,Women,2472.6,100.81,4129.96,India,"Wipe with a clean, dry cloth. Do not machine wash.",12,4.8,2024
FW0484,Woodland Sports Shoes - Brown (Size 6),Woodland,Footwear,Sports Shoes,"The Woodland sports shoes in brown color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Brown,6,Mesh upper with rubber sole,Women,1445.72,125.35,2949.62,India,"Wipe with a clean, dry cloth. Do not machine wash.",12,4.1,2024
FW0485,Asics Formal Shoes - Brown (Size 7),Asics,Footwear,Formal Shoes,"The Asics formal shoes in brown color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Brown,7,Mesh upper with rubber sole,Women,1040.3,65.52,2253.51,India,"Wipe with a clean, dry cloth. Do not machine wash.",12,3.8,2023
FW0486,New Balance Sports Shoes - Red (Size 9),New Balance,Footwear,Sports Shoes,"The New Balance sports shoes in red color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Red,9,Mesh upper with rubber sole,Men,757.39,123.73,1217.43,India,"Wipe with a clean, dry cloth. Do not machine wash.",6,4.1,2023
FW0487,Asics Formal Shoes - Black (Size 7),Asics,Footwear,Formal Shoes,"The Asics formal shoes in black color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Black,7,Mesh upper with rubber sole,Unisex,1559.24,77.03,2501.71,India,"Wipe with a clean, dry cloth. Do not machine wash.",6,3.6,2025
FW0488,Reebok Sandals - Grey (Size 6),Reebok,Footwear,Sandals,"The Reebok sandals in grey color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Grey,6,Mesh upper with rubber sole,Unisex,1350.78,60.42,2117.57,India,"Wipe with a clean, dry cloth. Do not machine wash.",6,4.1,2022
FW0489,Reebok Formal Shoes - Grey (Size 8),Reebok,Footwear,Formal Shoes,"The Reebok formal shoes in grey color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Grey,8,Mesh upper with rubber sole,Unisex,1719.34,130.96,2644.78,India,"Wipe with a clean, dry cloth. Do not machine wash.",12,3.9,2024
FW0490,Reebok Sports Shoes - Grey (Size 10),Reebok,Footwear,Sports Shoes,"The Reebok sports shoes in grey color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Grey,10,Mesh upper with rubber sole,Unisex,1162.08,100.12,2228.02,India,"Wipe with a clean, dry cloth. Do not machine wash.",3,4.8,2024
FW0491,Puma Casual Shoes - Blue (Size 11),Puma,Footwear,Casual Shoes,"The Puma casual shoes in blue color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Blue,11,Mesh upper with rubber sole,Men,1976.28,141.31,3419.65,India,"Wipe with a clean, dry cloth. Do not machine wash.",12,4,2023
FW0492,New Balance Sneakers - White (Size 6),New Balance,Footwear,Sneakers,"The New Balance sneakers in white color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",White,6,Mesh upper with rubber sole,Men,1443.98,142.89,2293.68,India,"Wipe with a clean, dry cloth. Do not machine wash.",3,4.2,2024
FW0493,Campus Sandals - Black (Size 9),Campus,Footwear,Sandals,"The Campus sandals in black color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Black,9,Mesh upper with rubber sole,Men,1100.6,106.29,1636.36,India,"Wipe with a clean, dry cloth. Do not machine wash.",12,4.2,2023
FW0494,New Balance Casual Shoes - Black (Size 8),New Balance,Footwear,Casual Shoes,"The New Balance casual shoes in black color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Black,8,Mesh upper with rubber sole,Men,2223.15,138.06,3790.93,India,"Wipe with a clean, dry cloth. Do not machine wash.",3,3.7,2025
FW0495,Woodland Sneakers - Black (Size 11),Woodland,Footwear,Sneakers,"The Woodland sneakers in black color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Black,11,Mesh upper with rubber sole,Unisex,638.19,116.62,1228.6,India,"Wipe with a clean, dry cloth. Do not machine wash.",3,4.3,2022
FW0496,Woodland Formal Shoes - Blue (Size 9),Woodland,Footwear,Formal Shoes,"The Woodland formal shoes in blue color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Blue,9,Mesh upper with rubber sole,Women,1156.87,135.38,1760.25,India,"Wipe with a clean, dry cloth. Do not machine wash.",6,4.5,2025
FW0497,Woodland Sneakers - Grey (Size 11),Woodland,Footwear,Sneakers,"The Woodland sneakers in grey color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Grey,11,Mesh upper with rubber sole,Men,812.83,108.65,1718.72,India,"Wipe with a clean, dry cloth. Do not machine wash.",3,4,2022
FW0498,Bata Running Shoes - Black (Size 7),Bata,Footwear,Running Shoes,"The Bata running shoes in black color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Black,7,Mesh upper with rubber sole,Women,1381.21,68.27,2188.09,India,"Wipe with a clean, dry cloth. Do not machine wash.",3,4.4,2022
FW0499,Woodland Sneakers - White (Size 6),Woodland,Footwear,Sneakers,"The Woodland sneakers in white color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",White,6,Mesh upper with rubber sole,Men,883.15,81.39,1916.16,India,"Wipe with a clean, dry cloth. Do not machine wash.",12,4.6,2024
FW0500,Campus Formal Shoes - Grey (Size 9),Campus,Footwear,Formal Shoes,"The Campus formal shoes in grey color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Grey,9,Mesh upper with rubber sole,Women,1351.64,140.79,2470.21,India,"Wipe with a clean, dry cloth. Do not machine wash.",3,4,2022
FW0501,Nike Running Shoes - Red (Size 8),Nike,Footwear,Running Shoes,"The Nike running shoes in red color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Red,8,Mesh upper with rubber sole,Women,1462.39,70.22,2997.08,India,"Wipe with a clean, dry cloth. Do not machine wash.",6,3.9,2023
FW0502,Reebok Sandals - White (Size 8),Reebok,Footwear,Sandals,"The Reebok sandals in white color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",White,8,Mesh upper with rubber sole,Men,600.85,54.77,1109.32,India,"Wipe with a clean, dry cloth. Do not machine wash.",3,4.7,2023
FW0503,Nike Formal Shoes - Red (Size 10),Nike,Footwear,Formal Shoes,"The Nike formal shoes in red color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Red,10,Mesh upper with rubber sole,Unisex,2185.93,139.62,3538.2,India,"Wipe with a clean, dry cloth. Do not machine wash.",6,4,2024
FW0504,Adidas Sneakers - Blue (Size 11),Adidas,Footwear,Sneakers,"The Adidas sneakers in blue color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Blue,11,Mesh upper with rubber sole,Unisex,682.99,72.52,1177.14,India,"Wipe with a clean, dry cloth. Do not machine wash.",6,4.7,2022
FW0505,Skechers Sandals - White (Size 9),Skechers,Footwear,Sandals,"The Skechers sandals in white color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",White,9,Mesh upper with rubber sole,Women,2267.63,106.37,4385.24,India,"Wipe with a clean, dry cloth. Do not machine wash.",12,4.2,2022
FW0506,Reebok Formal Shoes - White (Size 11),Reebok,Footwear,Formal Shoes,"The Reebok formal shoes in white color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",White,11,Mesh upper with rubber sole,Men,1714.87,123.63,3243.81,India,"Wipe with a clean, dry cloth. Do not machine wash.",3,4.4,2022
